order_id,customer_id,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_city,review_score,product_id,product_category_name_english,freight_value,price,waktu_untuk_satu_order,lama_pengiriman
order_id 89260,customer_id 89260,2018-04-14 22:10:14,2018-04-14 22:31:43,2018-04-17 18:58:34,2018-04-26 19:29:03,2018-05-21,porto alegre,5.0,product_id 2592,watches_gifts,19.32,29.9,285.31361111111113,216.50805555555556
order_id 41421,customer_id 41421,2018-06-04 20:42:58,2018-06-04 20:50:54,2018-06-05 15:04:00,2018-06-12 16:38:56,2018-07-18,sao paulo,5.0,product_id 18779,luggage_accessories,60.06,149.9,187.93277777777777,169.5822222222222
order_id 1417,customer_id 1417,2018-07-04 17:27:56,2018-07-05 16:22:17,2018-07-05 14:06:00,2018-07-12 17:32:31,2018-08-09,rio de janeiro,5.0,product_id 1290,auto,19.75,79.9,192.07638888888889,171.44194444444443
order_id 75903,customer_id 75903,2018-06-27 17:54:54,2018-06-27 18:12:45,2018-06-28 12:00:00,2018-07-05 14:03:35,2018-08-09,rio de janeiro,5.0,product_id 269,health_beauty,27.75,66.99,188.1447222222222,170.05972222222223
order_id 43196,customer_id 43196,2017-08-03 22:54:04,2017-08-05 03:03:38,2017-08-07 18:35:58,2017-08-15 17:03:25,2017-08-23,sao paulo,5.0,product_id 239,health_beauty,12.89,199.0,282.1558333333333,190.4575
order_id 17831,customer_id 17831,2018-06-17 15:04:59,2018-06-17 15:40:38,2018-06-18 10:05:00,2018-06-21 18:08:23,2018-07-16,mesquita,5.0,product_id 2026,watches_gifts,15.47,49.0,99.05666666666667,80.05638888888889
order_id 36896,customer_id 36896,2018-01-17 09:59:58,2018-01-17 10:10:01,2018-01-17 17:13:02,2018-01-18 21:12:44,2018-02-02,sao bernardo do campo,5.0,product_id 14063,auto,7.78,20.0,35.21277777777778,27.995
order_id 56829,customer_id 56829,2018-01-13 15:19:59,2018-01-13 15:29:03,2018-01-15 21:12:54,2018-01-18 15:54:53,2018-02-05,guarulhos,4.0,product_id 23045,watches_gifts,12.07,81.25,120.58166666666666,66.69972222222222
order_id 76467,customer_id 76467,2018-06-06 00:59:14,2018-06-07 02:54:38,2018-06-07 15:05:00,2018-06-15 19:56:53,2018-07-18,varginha,5.0,product_id 27733,books_technical,12.79,31.9,234.96083333333334,196.8647222222222
order_id 12138,customer_id 12138,2017-03-20 19:08:46,2017-03-20 19:08:46,2017-03-21 09:46:06,2017-04-11 10:30:13,2017-04-10,balneario camboriu,4.0,product_id 3527,furniture_decor,14.52,39.99,519.3575,504.73527777777775
order_id 86579,customer_id 86579,2017-11-24 10:18:10,2017-11-24 15:52:52,2017-12-06 22:22:08,2017-12-11 19:09:48,2017-12-11,santos,1.0,product_id 3896,furniture_decor,9.34,32.99,416.86055555555555,116.79444444444445
order_id 64722,customer_id 64722,2018-06-11 22:31:34,2018-06-11 22:59:15,2018-06-12 10:35:00,2018-06-13 19:38:50,2018-07-05,guarulhos,5.0,product_id 25074,health_beauty,9.57,329.99,45.12111111111111,33.06388888888889
order_id 41349,customer_id 41349,2017-03-10 09:39:00,2017-03-10 09:39:00,2017-03-14 13:07:41,2017-03-20 10:57:53,2017-04-10,paty do alferes,5.0,product_id 77,health_beauty,8.57,19.99,241.31472222222223,141.83666666666667
order_id 66089,customer_id 66089,2018-05-12 19:04:30,2018-05-12 19:16:39,2018-05-15 14:07:00,2018-05-21 19:58:42,2018-06-06,belo horizonte,5.0,product_id 486,housewares,19.32,44.9,216.90333333333334,149.86166666666668
order_id 753,customer_id 753,2017-11-28 10:27:09,2017-11-28 10:40:55,2017-11-29 21:11:41,2017-12-20 17:22:29,2017-12-22,salvador,1.0,product_id 731,sports_leisure,19.43,169.99,534.9222222222222,500.18
order_id 45651,customer_id 45651,2018-08-07 16:23:50,2018-08-07 16:35:21,2018-08-10 08:57:00,2018-08-15 14:07:54,2018-08-22,vicosa,5.0,product_id 3259,stationery,25.24,349.0,189.73444444444445,125.18166666666667
order_id 33620,customer_id 33620,2018-01-30 15:25:29,2018-01-30 15:35:39,2018-01-31 14:09:06,2018-02-08 23:39:30,2018-02-21,goiania,4.0,product_id 16260,drinks,14.22,29.65,224.23361111111112,201.50666666666666
order_id 60778,customer_id 60778,2017-08-15 19:15:31,2017-08-16 19:44:47,2017-08-21 19:27:42,2017-08-22 18:28:05,2017-09-04,sao paulo,5.0,product_id 23388,health_beauty,12.69,39.9,167.20944444444444,23.00638888888889
order_id 61843,customer_id 61843,2017-08-10 10:14:39,2017-08-10 11:25:14,2017-08-10 19:37:46,2017-09-19 13:35:46,2017-09-11,goiania,5.0,product_id 661,health_beauty,17.97,459.0,963.3519444444445,953.9666666666667
order_id 57830,customer_id 57830,2017-08-15 15:20:34,2017-08-16 03:30:09,2017-08-16 19:12:24,2017-08-24 20:52:30,2017-09-13,nova andradina,5.0,product_id 13873,computers_accessories,27.38,119.9,221.53222222222223,193.66833333333332
order_id 16067,customer_id 16067,2017-10-17 13:06:29,2017-10-18 13:06:21,2017-10-20 19:09:07,2017-10-22 14:43:54,2017-11-03,sao paulo,1.0,product_id 9648,bed_bath_table,7.98,78.9,121.62361111111112,43.57972222222222
order_id 33117,customer_id 33117,2017-06-04 22:18:59,2017-06-06 13:23:19,2017-06-08 15:25:35,2017-06-19 18:28:44,2017-06-27,Other,5.0,product_id 1173,computers_accessories,17.21,105.0,356.1625,267.0525
order_id 86637,customer_id 86637,2018-08-07 15:57:14,2018-08-08 15:50:19,2018-08-14 15:03:00,2018-08-21 15:44:27,2018-09-12,passo fundo,5.0,product_id 2240,furniture_decor,19.46,38.4,335.78694444444443,168.69083333333333
order_id 33267,customer_id 33267,2017-05-31 15:14:10,2017-06-01 03:55:17,2017-06-05 12:52:55,2017-06-06 14:38:18,2017-06-14,santo andre,5.0,product_id 581,perfumery,8.72,56.99,143.40222222222224,25.75638888888889
order_id 75150,customer_id 75150,2018-03-21 13:33:51,2018-03-21 13:48:12,2018-03-22 21:22:50,2018-04-02 13:05:35,2018-04-09,Other,5.0,product_id 27433,baby,90.0,448.47,287.5288888888889,255.7125
order_id 73412,customer_id 73412,2018-01-16 10:05:17,2018-01-16 10:11:29,2018-01-22 18:34:43,2018-02-08 18:55:50,2018-02-07,itu,5.0,product_id 2882,furniture_living_room,23.78,139.9,560.8425,408.3519444444444
order_id 12392,customer_id 12392,2017-11-20 11:27:55,2017-11-20 11:46:26,2017-11-21 23:12:25,2017-11-22 22:46:46,2017-12-01,carapicuiba,5.0,product_id 1318,auto,14.37,109.9,59.314166666666665,23.5725
order_id 29888,customer_id 29888,2018-08-13 13:11:04,2018-08-13 13:25:14,2018-08-14 11:37:00,2018-08-21 17:06:48,2018-09-03,chapeco,4.0,product_id 508,fashion_bags_accessories,18.44,49.0,195.92888888888888,173.49666666666667
order_id 62662,customer_id 62662,2017-07-20 19:59:27,2017-07-20 20:10:12,2017-07-21 14:27:45,2017-08-15 21:14:40,2017-08-17,morrinhos,5.0,product_id 281,bed_bath_table,15.38,89.9,625.2536111111111,606.7819444444444
order_id 78217,customer_id 78217,2018-03-16 14:53:39,2018-03-16 15:09:31,2018-03-19 19:35:22,2018-03-27 23:04:36,2018-04-04,Other,5.0,product_id 12296,bed_bath_table,18.03,159.9,272.1825,195.48722222222221
order_id 51305,customer_id 51305,2017-10-19 07:57:23,2017-10-19 08:14:13,2017-10-19 18:23:54,2017-11-20 22:11:44,2017-11-27,natal,2.0,product_id 5551,fashion_bags_accessories,35.55,250.0,782.2391666666666,771.7972222222222
order_id 72814,customer_id 72814,2017-06-22 19:08:00,2017-06-22 19:30:19,2017-06-23 11:27:53,2017-07-04 14:03:13,2017-07-14,cascavel,5.0,product_id 11073,garden_tools,17.6,32.9,282.92027777777776,266.5888888888889
order_id 42046,customer_id 42046,2018-04-15 10:17:36,2018-04-15 10:30:53,2018-04-16 22:51:18,2018-04-18 14:52:02,2018-04-30,sao paulo,4.0,product_id 13861,home_appliances,11.76,699.0,76.57388888888889,40.01222222222222
order_id 77751,customer_id 77751,2017-12-20 21:23:20,2017-12-20 21:32:26,2017-12-22 20:28:55,2017-12-30 16:57:12,2018-01-15,sao paulo,3.0,product_id 28028,stationery,31.82,112.5,235.56444444444443,188.4713888888889
order_id 47231,customer_id 47231,2018-04-22 15:37:00,2018-04-24 18:42:29,2018-04-23 19:03:14,2018-05-01 00:08:49,2018-05-18,brasilia,3.0,product_id 662,perfumery,15.23,44.99,200.53027777777777,173.09305555555557
order_id 19731,customer_id 19731,2017-11-19 14:46:05,2017-11-19 14:55:29,2017-11-23 18:16:57,2017-12-21 17:12:36,2017-12-13,Other,4.0,product_id 3710,sports_leisure,21.3,115.0,770.4419444444444,670.9275
order_id 53260,customer_id 53260,2018-01-27 13:52:16,2018-01-27 14:12:55,2018-01-31 19:48:56,2018-02-19 21:34:43,2018-03-01,porto alegre,3.0,product_id 2338,pet_shop,17.06,186.0,559.7075,457.7630555555556
order_id 68836,customer_id 68836,2017-04-08 14:55:07,2017-04-08 15:05:17,2017-04-10 15:52:43,2017-04-17 11:37:50,2017-05-15,porto alegre,4.0,product_id 5356,toys,3.25,94.9,212.71194444444444,163.75194444444443
order_id 20251,customer_id 20251,2018-07-31 21:42:35,2018-08-01 03:31:40,2018-08-01 15:47:00,2018-08-03 18:48:28,2018-08-10,sao paulo,4.0,product_id 11401,auto,7.4,19.99,69.09805555555556,51.02444444444444
order_id 23299,customer_id 23299,2017-04-29 18:32:22,2017-04-29 18:42:37,2017-05-02 20:02:18,2017-05-10 12:56:32,2017-05-25,angra dos reis,5.0,product_id 4541,cool_stuff,18.14,199.99,258.40277777777777,184.9038888888889
order_id 86787,customer_id 86787,2018-08-13 16:25:09,2018-08-13 16:35:20,2018-08-23 15:41:00,2018-08-27 13:58:41,2018-09-04,sao paulo,5.0,product_id 5820,housewares,16.36,24.2,333.5588888888889,94.29472222222222
order_id 59588,customer_id 59588,2017-09-25 12:34:40,2017-09-26 04:07:25,2017-09-27 16:33:13,2017-10-11 18:33:47,2017-10-19,serra,5.0,product_id 23785,toys,16.16,199.99,389.98527777777775,338.00944444444445
order_id 89434,customer_id 89434,2018-06-12 09:39:00,2018-06-12 09:58:50,2018-06-12 14:21:00,2018-06-18 16:18:22,2018-07-03,curitiba,5.0,product_id 2891,electronics,15.23,17.99,150.6561111111111,145.9561111111111
order_id 24488,customer_id 24488,2017-12-06 20:31:34,2017-12-06 20:37:32,2017-12-07 20:52:43,2017-12-14 15:25:36,2018-01-04,matias barbosa,1.0,product_id 13127,fashion_bags_accessories,4.05,59.9,186.90055555555554,162.54805555555555
order_id 55398,customer_id 55398,2018-07-26 16:14:02,2018-07-26 16:30:52,2018-08-01 16:30:00,2018-08-07 01:08:34,2018-08-17,sao carlos,5.0,product_id 22676,bed_bath_table,18.23,7.5,272.9088888888889,128.64277777777778
order_id 34914,customer_id 34914,2017-07-04 22:39:18,2017-07-05 17:41:56,2017-07-07 13:55:42,2017-07-10 11:47:53,2017-07-17,sao paulo,5.0,product_id 16690,bed_bath_table,7.78,64.9,133.14305555555555,69.86972222222222
order_id 50168,customer_id 50168,2018-01-17 13:29:58,2018-01-17 13:50:14,2018-01-17 20:54:07,2018-01-24 13:06:53,2018-02-08,brasilia,4.0,product_id 19840,auto,15.01,179.49,167.61527777777778,160.21277777777777
order_id 86445,customer_id 86445,2018-07-24 12:56:11,2018-07-24 13:24:42,2018-07-25 14:17:00,2018-07-31 11:28:38,2018-08-20,campina grande,5.0,product_id 4069,home_construction,83.97,150.0,166.54083333333332,141.1938888888889
order_id 54363,customer_id 54363,2018-05-02 18:40:32,2018-05-02 18:58:27,2018-05-03 10:08:00,2018-05-05 00:28:44,2018-05-14,barueri,5.0,product_id 6630,electronics,32.43,72.0,53.803333333333335,38.345555555555556
order_id 13430,customer_id 13430,2017-11-27 15:31:56,2017-11-27 15:58:17,2017-11-30 20:56:43,2017-12-07 21:12:30,2017-12-20,rio claro,4.0,product_id 8402,fashion_underwear_beach,15.81,152.0,245.6761111111111,168.26305555555555
order_id 2403,customer_id 2403,2017-08-21 15:54:53,2017-08-22 04:26:23,2017-08-23 18:35:04,2017-09-04 21:48:50,2017-09-19,itanhandu,5.0,product_id 2075,musical_instruments,25.66,53.6,341.89916666666664,291.2294444444444
order_id 83014,customer_id 83014,2017-10-13 11:11:03,2017-10-13 11:35:23,2017-10-13 19:27:39,2017-10-17 21:05:47,2017-11-06,juiz de fora,5.0,product_id 814,cool_stuff,83.61,249.9,105.91222222222223,97.63555555555556
order_id 82340,customer_id 82340,2017-01-25 16:25:03,2017-01-25 16:35:18,2017-01-27 11:50:53,2017-02-02 17:07:20,2017-02-22,curitiba,2.0,product_id 29014,auto,18.73,139.99,192.70472222222222,149.27416666666667
order_id 59865,customer_id 59865,2018-03-03 00:53:10,2018-03-06 03:49:36,2018-03-07 19:58:40,2018-03-08 21:20:19,2018-03-15,sao paulo,1.0,product_id 231,bed_bath_table,9.74,74.9,140.4525,25.360833333333332
order_id 48898,customer_id 48898,2018-01-04 17:23:20,2018-01-04 18:08:07,2018-01-05 22:58:10,2018-01-27 16:06:46,2018-02-05,maceio,4.0,product_id 1847,watches_gifts,22.37,225.0,550.7238888888888,521.1433333333333
order_id 14711,customer_id 14711,2018-01-25 10:21:10,2018-01-26 03:16:04,2018-01-26 18:59:17,2018-02-02 12:18:23,2018-02-20,rio de janeiro,4.0,product_id 8999,auto,16.28,74.9,193.95361111111112,161.31833333333333
order_id 87220,customer_id 87220,2018-01-30 11:45:50,2018-01-31 13:32:22,2018-02-05 14:44:21,2018-02-22 17:52:29,2018-02-26,barao de cocais,3.0,product_id 16917,telephony,15.1,15.9,558.1108333333333,411.1355555555556
order_id 7613,customer_id 7613,2017-06-22 11:54:35,2017-06-22 12:05:47,2017-06-23 11:49:08,2017-07-03 15:27:48,2017-07-18,rio de janeiro,5.0,product_id 389,watches_gifts,15.89,163.0,267.55361111111114,243.64444444444445
order_id 6863,customer_id 6863,2017-09-25 09:34:02,2017-09-26 09:49:18,2017-09-26 15:16:49,2017-10-09 20:18:29,2017-10-20,aparecida de goiania,3.0,product_id 4987,musical_instruments,45.9,499.0,346.74083333333334,317.02777777777777
order_id 94176,customer_id 94176,2017-07-05 21:32:47,2017-07-05 21:43:26,2017-07-07 13:09:04,2017-07-15 12:03:02,2017-07-31,rio de janeiro,4.0,product_id 1531,bed_bath_table,22.27,205.0,230.50416666666666,190.89944444444444
order_id 59434,customer_id 59434,2017-07-10 23:18:33,2017-07-10 23:30:13,2017-07-21 22:43:31,2017-08-02 20:54:32,2017-08-08,porto alegre,5.0,product_id 15718,fashion_male_clothing,14.1,29.99,549.5997222222222,286.18361111111113
order_id 53018,customer_id 53018,2018-01-10 10:41:32,2018-01-12 02:35:33,2018-01-16 01:04:30,2018-02-15 18:57:47,2018-02-16,sao goncalo,1.0,product_id 773,stationery,18.15,129.0,872.2708333333334,737.8880555555555
order_id 24419,customer_id 24419,2017-06-18 11:43:51,2017-06-18 12:03:07,2017-06-19 17:14:02,2017-06-19 21:03:13,2017-07-11,sao paulo,5.0,product_id 1925,cool_stuff,17.67,59.9,33.32277777777778,3.819722222222222
order_id 31749,customer_id 31749,2018-07-04 14:33:26,2018-07-05 16:17:00,2018-07-06 10:57:00,2018-07-10 22:39:40,2018-07-24,socorro,5.0,product_id 1508,small_appliances,13.1,62.99,152.1038888888889,107.71111111111111
order_id 25853,customer_id 25853,2018-06-24 11:31:36,2018-06-24 11:58:04,2018-06-25 12:31:00,2018-06-28 21:32:56,2018-07-23,sao roque,5.0,product_id 6901,stationery,41.82,119.9,106.02222222222223,81.03222222222222
order_id 43394,customer_id 43394,2018-02-20 23:27:58,2018-02-20 23:47:26,2018-02-21 21:42:32,2018-02-22 22:08:59,2018-03-06,sao paulo,5.0,product_id 19374,construction_tools_construction,8.27,54.5,46.68361111111111,24.440833333333334
order_id 73125,customer_id 73125,2018-06-12 02:17:21,2018-06-12 02:36:15,2018-06-12 12:40:00,2018-06-19 00:08:50,2018-07-05,ouro branco,3.0,product_id 9098,housewares,18.23,15.9,165.85805555555555,155.48055555555555
order_id 57690,customer_id 57690,2017-12-11 18:01:05,2017-12-11 18:31:28,2017-12-13 13:26:53,2017-12-20 18:35:17,2018-01-04,jundiai,4.0,product_id 7861,auto,11.85,49.9,216.57,173.14
order_id 36436,customer_id 36436,2018-02-15 16:42:23,2018-02-16 16:35:33,2018-02-20 21:16:45,2018-02-25 15:28:53,2018-03-02,araras,2.0,product_id 6544,furniture_decor,11.74,76.8,238.775,114.20222222222222
order_id 73198,customer_id 73198,2017-09-21 21:50:37,2017-09-21 22:46:53,2017-09-22 19:16:57,2017-09-26 21:05:37,2017-10-13,sao paulo,1.0,product_id 26995,health_beauty,11.85,47.0,119.25,97.81111111111112
order_id 79929,customer_id 79929,2018-01-04 20:10:54,2018-01-04 20:32:23,2018-01-05 21:33:07,2018-01-19 02:19:13,2018-02-08,Other,5.0,product_id 3319,stationery,36.29,137.99,342.1386111111111,316.7683333333333
order_id 87390,customer_id 87390,2017-10-13 01:39:09,2017-10-14 18:33:53,2017-10-16 23:19:41,2017-10-24 13:00:02,2017-11-01,praia grande,5.0,product_id 30084,furniture_decor,15.17,59.9,275.34805555555556,181.6725
order_id 22659,customer_id 22659,2017-10-29 21:39:52,2017-10-29 21:50:17,2017-10-30 16:36:03,2017-11-03 19:59:52,2017-11-17,candido mota,5.0,product_id 1778,construction_tools_safety,12.9,199.9,118.33333333333333,99.39694444444444
order_id 25766,customer_id 25766,2017-10-20 08:49:05,2017-10-20 09:06:10,2017-10-23 14:23:55,2017-11-11 14:04:56,2017-11-22,brasilia,4.0,product_id 13576,auto,34.78,139.9,533.2641666666667,455.68361111111113
order_id 11866,customer_id 11866,2018-03-17 23:55:37,2018-03-18 00:11:13,2018-03-21 22:41:46,2018-03-26 19:12:00,2018-04-05,sao paulo,5.0,product_id 3349,computers_accessories,12.79,39.9,211.27305555555554,116.5038888888889
order_id 28812,customer_id 28812,2018-02-05 13:10:41,2018-02-07 09:31:36,2018-02-08 19:36:00,2018-02-27 22:18:50,2018-03-06,montes claros,5.0,product_id 28,watches_gifts,28.72,190.83,537.1358333333334,458.7138888888889
order_id 30573,customer_id 30573,2018-08-22 18:32:39,2018-08-22 18:45:09,2018-08-23 13:10:00,2018-08-27 14:58:29,2018-09-11,Other,4.0,product_id 15276,housewares,18.27,24.0,116.43055555555556,97.80805555555555
order_id 60255,customer_id 60255,2018-06-26 11:20:44,2018-06-26 11:35:54,2018-07-06 11:18:00,2018-07-24 18:18:27,2018-07-27,niteroi,4.0,product_id 23943,furniture_decor,26.65,49.9,678.9619444444445,439.0075
order_id 57256,customer_id 57256,2017-07-17 21:16:37,2017-07-17 21:25:10,2017-07-19 17:39:44,2017-08-03 16:05:52,2017-08-08,divinopolis,4.0,product_id 11347,garden_tools,17.94,98.8,402.8208333333333,358.43555555555554
order_id 91781,customer_id 91781,2018-01-18 16:56:51,2018-01-18 17:13:02,2018-01-25 22:54:33,2018-02-01 12:37:39,2018-02-08,mogi das cruzes,5.0,product_id 16457,stationery,13.64,89.0,331.68,157.71833333333333
order_id 35303,customer_id 35303,2018-08-11 18:47:01,2018-08-11 19:04:31,2018-08-13 14:01:00,2018-08-26 13:18:23,2018-08-31,Other,5.0,product_id 16825,telephony,18.35,34.99,354.5227777777778,311.2897222222222
order_id 50891,customer_id 50891,2017-02-23 15:32:20,2017-02-23 21:55:17,2017-03-02 14:22:10,2017-03-06 17:31:47,2017-03-21,ribeirao preto,5.0,product_id 21506,bed_bath_table,54.99,69.9,265.99083333333334,99.16027777777778
order_id 75910,customer_id 75910,2017-04-30 17:45:21,2017-05-03 11:42:42,2017-05-04 12:02:13,2017-05-09 09:09:17,2017-05-31,ponta grossa,5.0,product_id 8047,garden_tools,42.98,99.5,207.39888888888888,117.11777777777777
order_id 24106,customer_id 24106,2018-07-05 12:10:32,2018-07-06 02:55:12,2018-07-13 13:38:00,2018-07-23 15:14:55,2018-08-13,rio de janeiro,5.0,product_id 425,health_beauty,30.11,122.99,435.0730555555556,241.61527777777778
order_id 74226,customer_id 74226,2018-08-22 15:50:50,2018-08-23 02:45:19,2018-08-24 19:02:00,2018-08-27 17:11:39,2018-08-30,sao paulo,4.0,product_id 5247,bed_bath_table,13.3,114.9,121.34694444444445,70.16083333333333
order_id 36876,customer_id 36876,2018-01-04 17:13:43,2018-01-04 17:28:40,2018-01-17 22:05:50,2018-02-05 10:57:05,2018-02-02,salvador,1.0,product_id 17343,bed_bath_table,17.99,59.9,761.7227777777778,444.8541666666667
order_id 31098,customer_id 31098,2017-12-04 23:14:05,2017-12-06 02:50:38,2017-12-08 14:53:20,2017-12-18 20:24:51,2017-12-27,indaiatuba,5.0,product_id 9351,furniture_decor,11.85,17.9,333.17944444444447,245.52527777777777
order_id 34401,customer_id 34401,2017-12-23 01:23:00,2017-12-23 01:29:51,2017-12-26 22:17:14,2018-01-03 18:12:58,2018-01-24,ituiutaba,5.0,product_id 16538,computers_accessories,47.2,24.9,280.8327777777778,187.92888888888888
order_id 29869,customer_id 29869,2017-08-19 22:49:42,2017-08-22 04:05:43,2017-08-23 18:00:19,2017-08-29 14:04:35,2017-09-04,sumare,5.0,product_id 15036,furniture_decor,7.78,54.0,231.24805555555557,140.07111111111112
order_id 2651,customer_id 2651,2018-03-10 15:06:18,2018-03-10 15:48:27,2018-03-19 17:52:45,2018-03-27 20:32:45,2018-04-12,santo antonio de padua,5.0,product_id 2247,watches_gifts,56.88,679.0,413.44083333333333,194.66666666666666
order_id 26040,customer_id 26040,2018-03-25 18:55:38,2018-03-25 19:10:28,2018-03-27 17:54:24,2018-04-04 23:58:34,2018-04-12,sao paulo,5.0,product_id 3133,pet_shop,15.53,105.0,245.04888888888888,198.06944444444446
order_id 69670,customer_id 69670,2018-04-07 19:30:17,2018-04-07 19:48:05,2018-04-09 21:19:16,2018-04-16 21:28:36,2018-04-27,londrina,4.0,product_id 6266,small_appliances,19.7,104.9,217.97194444444443,168.15555555555557
order_id 21373,customer_id 21373,2018-01-22 14:38:21,2018-01-23 03:36:42,2018-02-08 20:28:53,2018-02-09 19:26:05,2018-02-06,sao paulo,3.0,product_id 4755,housewares,11.73,69.9,436.79555555555555,22.953333333333333
order_id 68336,customer_id 68336,2017-10-28 17:18:18,2017-10-29 17:24:55,2017-10-30 15:39:44,2017-11-03 18:47:43,2017-11-22,carapicuiba,3.0,product_id 25925,health_beauty,12.48,18.49,145.49027777777778,99.13305555555556
order_id 68558,customer_id 68558,2017-08-16 10:31:37,2017-08-17 13:10:22,2017-08-18 18:26:53,2017-08-21 19:47:41,2017-08-29,contagem,5.0,product_id 22153,fashion_bags_accessories,13.51,39.9,129.26777777777778,73.34666666666666
order_id 79270,customer_id 79270,2017-06-30 12:09:51,2017-06-30 12:23:33,2017-06-30 15:44:18,2017-07-10 22:47:28,2017-07-24,rio de janeiro,5.0,product_id 13958,consoles_games,15.1,8.99,250.62694444444443,247.05277777777778
order_id 83309,customer_id 83309,2017-11-02 22:14:17,2017-11-04 06:10:23,2017-11-07 18:07:03,2017-11-29 17:21:42,2017-11-28,macae,1.0,product_id 2240,furniture_decor,8.06,38.4,643.1236111111111,527.2441666666666
order_id 31197,customer_id 31197,2017-09-27 21:24:27,2017-09-27 21:35:29,2017-09-28 13:58:08,2017-10-03 12:34:25,2017-10-24,sao paulo,5.0,product_id 15466,fixed_telephony,15.8,149.95,135.16611111111112,118.60472222222222
order_id 83796,customer_id 83796,2017-07-10 09:19:57,2017-07-10 09:30:17,2017-07-13 12:49:18,2017-07-21 16:02:58,2017-08-03,sao paulo,3.0,product_id 151,bed_bath_table,21.43,134.9,270.71694444444444,195.2277777777778
order_id 29987,customer_id 29987,2018-04-09 16:17:38,2018-04-09 16:50:09,2018-04-10 19:56:44,2018-04-11 20:21:15,2018-04-19,mogi das cruzes,5.0,product_id 4205,computers_accessories,8.29,29.99,52.06027777777778,24.40861111111111
order_id 35879,customer_id 35879,2018-08-06 20:55:21,2018-08-08 04:35:09,2018-08-09 07:25:00,2018-08-22 00:50:38,2018-08-22,forquilhinha,5.0,product_id 17016,baby,22.35,60.0,363.9213888888889,305.4272222222222
order_id 18611,customer_id 18611,2017-12-06 10:36:19,2017-12-08 02:36:46,2017-12-08 23:27:38,2017-12-18 19:57:20,2018-01-02,belo horizonte,5.0,product_id 10693,garden_tools,14.6,121.9,297.35027777777776,236.495
order_id 28787,customer_id 28787,2018-05-01 20:49:02,2018-05-01 21:12:12,2018-05-07 12:31:00,2018-05-11 23:45:31,2018-05-29,sao paulo,1.0,product_id 210,watches_gifts,17.58,95.9,242.9413888888889,107.24194444444444
order_id 27911,customer_id 27911,2017-08-30 12:26:52,2017-08-31 12:35:16,2017-09-04 17:55:01,2017-09-06 19:36:58,2017-09-12,cotia,5.0,product_id 7438,furniture_decor,6.6,29.99,175.16833333333332,49.69916666666666
order_id 1577,customer_id 1577,2017-08-31 14:26:57,2017-08-31 14:35:25,2017-09-01 14:04:10,2017-09-06 15:13:41,2017-09-20,sao paulo,5.0,product_id 403,sports_leisure,17.97,98.99,144.7788888888889,121.15861111111111
order_id 37867,customer_id 37867,2018-03-18 18:32:12,2018-03-18 18:47:38,2018-04-03 23:18:20,2018-04-10 16:38:44,2018-04-09,curitiba,4.0,product_id 7117,kitchen_dining_laundry_garden_furniture,35.96,119.0,550.1088888888889,161.34
order_id 62715,customer_id 62715,2018-06-10 16:56:27,2018-06-11 19:19:51,2018-06-12 15:29:00,2018-07-05 15:51:04,2018-07-18,Other,2.0,product_id 1187,watches_gifts,26.26,619.0,598.9102777777778,552.3677777777777
order_id 69514,customer_id 69514,2017-07-20 16:52:04,2017-07-20 17:55:22,2017-07-25 19:18:44,2017-07-31 16:41:50,2017-08-09,franca,4.0,product_id 21730,garden_tools,13.58,79.9,263.82944444444445,141.385
order_id 8395,customer_id 8395,2018-01-15 15:38:06,2018-01-15 15:50:53,2018-01-30 12:44:48,2018-02-01 17:35:42,2018-02-16,guarulhos,5.0,product_id 4992,furniture_decor,18.27,79.98,409.96,52.848333333333336
order_id 94109,customer_id 94109,2018-02-14 20:14:12,2018-02-16 08:07:19,2018-02-20 18:17:05,2018-03-05 11:59:04,2018-03-09,itabirito,5.0,product_id 1057,garden_tools,17.6,49.9,447.7477777777778,305.69972222222225
order_id 47286,customer_id 47286,2018-04-18 09:51:57,2018-04-18 10:10:56,2018-04-19 20:26:36,2018-04-20 21:22:40,2018-05-04,sorocaba,5.0,product_id 12595,toys,11.6,139.99,59.511944444444445,24.934444444444445
order_id 60163,customer_id 60163,2018-03-23 02:36:09,2018-03-23 02:50:21,2018-03-23 19:46:51,2018-03-28 18:16:30,2018-04-06,jandira,5.0,product_id 23918,toys,8.88,63.9,135.6725,118.49416666666667
order_id 51297,customer_id 51297,2017-05-01 13:58:02,2017-05-01 14:05:15,2017-05-02 14:23:22,2017-05-17 08:53:51,2017-05-25,niteroi,4.0,product_id 79,health_beauty,14.58,58.2,378.9302777777778,354.50805555555553
order_id 20029,customer_id 20029,2017-10-31 15:47:37,2017-11-01 03:26:23,2017-11-01 17:51:33,2017-11-07 22:42:45,2017-11-28,sao paulo,5.0,product_id 11309,consoles_games,6.68,39.9,174.9188888888889,148.85333333333332
order_id 29489,customer_id 29489,2017-06-13 08:37:27,2017-06-13 08:50:10,2017-06-13 15:44:09,2017-06-14 15:42:10,2017-06-27,osasco,3.0,product_id 1065,baby,7.78,35.39,31.078611111111112,23.966944444444444
